formula_seed,mode,status,success,steps,assigned_count,decision_steps,forced_steps,score_calls,dpll_nodes
44,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
44,lookahead_L_4,SAT_FOUND,True,11,12,11,0,43265,
44,random,FAILED_TO_FIND,False,12,12,12,0,0,
45,dpll_control,SAT_FOUND,True,5,12,5,3,0,5
45,greedy_L,SAT_FOUND,True,9,12,9,0,143,
45,greedy_LG,SAT_FOUND,True,3,12,3,8,56,
45,lookahead_LG_1,SAT_FOUND,True,3,12,3,8,56,
45,lookahead_LG_2,SAT_FOUND,True,5,12,5,6,1972,
45,lookahead_LG_3,SAT_FOUND,True,6,12,6,4,7951,
45,lookahead_LG_4,SAT_FOUND,True,6,12,6,4,29372,
45,lookahead_L_1,SAT_FOUND,True,9,12,9,0,143,
45,lookahead_L_2,SAT_FOUND,True,7,12,7,0,2709,
45,lookahead_L_3,SAT_FOUND,True,7,12,7,0,11996,
45,lookahead_L_4,SAT_FOUND,True,9,12,9,0,46557,
45,random,FAILED_TO_FIND,False,12,12,12,0,0,
46,dpll_control,UNSAT_PROVED,False,13,0,13,0,0,13
46,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
46,greedy_LG,FAILED_TO_FIND,False,8,12,7,1,116,
46,lookahead_LG_1,FAILED_TO_FIND,False,8,12,7,1,116,
46,lookahead_LG_2,FAILED_TO_FIND,False,8,12,5,3,1034,
46,lookahead_LG_3,FAILED_TO_FIND,False,8,12,6,2,6746,
46,lookahead_LG_4,FAILED_TO_FIND,False,8,12,7,1,27962,
46,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
46,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
46,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
46,lookahead_L_4,FAILED_TO_FIND,False,9,12,9,0,48992,
46,random,FAILED_TO_FIND,False,12,12,12,0,0,
47,dpll_control,SAT_FOUND,True,5,12,5,0,0,5
47,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
47,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,112,
47,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,112,
47,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1450,
47,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,6804,
47,lookahead_LG_4,SAT_FOUND,True,4,12,4,8,24648,
47,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
47,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
47,lookahead_L_3,SAT_FOUND,True,12,12,12,0,13301,
47,lookahead_L_4,SAT_FOUND,True,12,12,12,0,48897,
47,random,FAILED_TO_FIND,False,12,12,12,0,0,
48,dpll_control,SAT_FOUND,True,3,12,3,0,0,3
48,greedy_L,SAT_FOUND,True,9,12,9,0,143,
48,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
48,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
48,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1782,
48,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,7950,
48,lookahead_LG_4,SAT_FOUND,True,4,12,4,8,29814,
48,lookahead_L_1,SAT_FOUND,True,9,12,9,0,143,
48,lookahead_L_2,SAT_FOUND,True,11,12,11,0,3013,
48,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
48,lookahead_L_4,SAT_FOUND,True,11,12,11,0,48064,
48,random,FAILED_TO_FIND,False,12,12,12,0,0,
49,dpll_control,UNSAT_PROVED,False,13,0,13,0,0,13
49,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
49,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,114,
49,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,114,
49,lookahead_LG_2,FAILED_TO_FIND,False,11,12,9,2,1446,
49,lookahead_LG_3,FAILED_TO_FIND,False,9,12,7,2,7204,
49,lookahead_LG_4,FAILED_TO_FIND,False,9,12,7,2,23816,
49,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
49,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
49,lookahead_L_3,FAILED_TO_FIND,False,11,12,11,0,13322,
49,lookahead_L_4,FAILED_TO_FIND,False,9,12,9,0,48992,
49,random,FAILED_TO_FIND,False,12,12,12,0,0,
50,dpll_control,SAT_FOUND,True,8,12,8,1,0,8
50,greedy_L,SAT_FOUND,True,7,12,7,0,125,
50,greedy_LG,SAT_FOUND,True,4,12,4,5,69,
50,lookahead_LG_1,SAT_FOUND,True,4,12,4,5,69,
50,lookahead_LG_2,SAT_FOUND,True,4,12,4,6,1778,
50,lookahead_LG_3,SAT_FOUND,True,4,12,4,6,7071,
50,lookahead_LG_4,SAT_FOUND,True,4,12,4,6,26213,
50,lookahead_L_1,SAT_FOUND,True,7,12,7,0,125,
50,lookahead_L_2,SAT_FOUND,True,12,12,12,0,2975,
50,lookahead_L_3,SAT_FOUND,True,12,12,12,0,12589,
50,lookahead_L_4,SAT_FOUND,True,12,12,12,0,46433,
50,random,FAILED_TO_FIND,False,12,12,12,0,0,
51,dpll_control,SAT_FOUND,True,12,12,12,1,0,12
51,greedy_L,FAILED_TO_FIND,False,11,12,11,0,154,
51,greedy_LG,SAT_FOUND,True,2,12,2,9,46,
51,lookahead_LG_1,SAT_FOUND,True,2,12,2,9,46,
51,lookahead_LG_2,SAT_FOUND,True,5,12,5,7,1650,
51,lookahead_LG_3,SAT_FOUND,True,5,12,5,7,6976,
51,lookahead_LG_4,SAT_FOUND,True,5,12,5,7,25956,
51,lookahead_L_1,FAILED_TO_FIND,False,11,12,11,0,154,
51,lookahead_L_2,FAILED_TO_FIND,False,10,12,10,0,3030,
51,lookahead_L_3,FAILED_TO_FIND,False,9,12,9,0,13152,
51,lookahead_L_4,FAILED_TO_FIND,False,9,12,9,0,48992,
51,random,FAILED_TO_FIND,False,12,12,12,0,0,
52,dpll_control,UNSAT_PROVED,False,7,0,7,0,0,7
52,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
52,greedy_LG,FAILED_TO_FIND,False,10,12,7,3,96,
52,lookahead_LG_1,FAILED_TO_FIND,False,10,12,7,3,96,
52,lookahead_LG_2,FAILED_TO_FIND,False,10,12,5,5,1088,
52,lookahead_LG_3,FAILED_TO_FIND,False,11,12,8,3,7224,
52,lookahead_LG_4,FAILED_TO_FIND,False,11,12,8,3,26676,
52,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
52,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
52,lookahead_L_3,FAILED_TO_FIND,False,11,12,11,0,13322,
52,lookahead_L_4,FAILED_TO_FIND,False,11,12,11,0,49162,
52,random,FAILED_TO_FIND,False,12,12,12,0,0,
53,dpll_control,SAT_FOUND,True,4,12,4,2,0,4
53,greedy_L,SAT_FOUND,True,8,12,8,0,135,
53,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
53,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
53,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1580,
53,lookahead_LG_3,SAT_FOUND,True,4,12,4,7,6858,
53,lookahead_LG_4,SAT_FOUND,True,4,12,4,7,24978,
53,lookahead_L_1,SAT_FOUND,True,8,12,8,0,135,
53,lookahead_L_2,SAT_FOUND,True,11,12,11,0,2996,
53,lookahead_L_3,SAT_FOUND,True,11,12,11,0,13199,
53,lookahead_L_4,SAT_FOUND,True,11,12,11,0,48700,
53,random,FAILED_TO_FIND,False,12,12,12,0,0,
54,dpll_control,SAT_FOUND,True,9,12,9,0,0,9
54,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
54,greedy_LG,SAT_FOUND,True,3,12,3,9,56,
54,lookahead_LG_1,SAT_FOUND,True,3,12,3,9,56,
54,lookahead_LG_2,SAT_FOUND,True,3,12,3,9,1328,
54,lookahead_LG_3,SAT_FOUND,True,3,12,3,9,5936,
54,lookahead_LG_4,SAT_FOUND,True,3,12,3,9,21734,
54,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
54,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
54,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
54,lookahead_L_4,FAILED_TO_FIND,False,9,12,9,0,48992,
54,random,FAILED_TO_FIND,False,12,12,12,0,0,
55,dpll_control,SAT_FOUND,True,7,12,7,0,0,7
55,greedy_L,SAT_FOUND,True,8,12,8,0,135,
55,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,116,
55,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,116,
55,lookahead_LG_2,SAT_FOUND,True,5,12,5,7,1716,
55,lookahead_LG_3,SAT_FOUND,True,5,12,5,7,7488,
55,lookahead_LG_4,SAT_FOUND,True,5,12,5,7,27444,
55,lookahead_L_1,SAT_FOUND,True,8,12,8,0,135,
55,lookahead_L_2,SAT_FOUND,True,12,12,12,0,3001,
55,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
55,lookahead_L_4,SAT_FOUND,True,12,12,12,0,48613,
55,random,FAILED_TO_FIND,False,12,12,12,0,0,
56,dpll_control,SAT_FOUND,True,3,12,3,0,0,3
56,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
56,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
56,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
56,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1558,
56,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,7460,
56,lookahead_LG_4,SAT_FOUND,True,4,12,4,8,27370,
56,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
56,lookahead_L_2,FAILED_TO_FIND,False,12,12,12,0,3052,
56,lookahead_L_3,FAILED_TO_FIND,False,12,12,12,0,13324,
56,lookahead_L_4,SAT_FOUND,True,9,12,9,0,47281,
56,random,FAILED_TO_FIND,False,12,12,12,0,0,
57,dpll_control,SAT_FOUND,True,11,12,11,1,0,11
57,greedy_L,FAILED_TO_FIND,False,11,12,11,0,154,
57,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,112,
57,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,112,
57,lookahead_LG_2,SAT_FOUND,True,5,12,5,7,1624,
57,lookahead_LG_3,SAT_FOUND,True,6,12,6,6,6469,
57,lookahead_LG_4,SAT_FOUND,True,5,12,5,7,22309,
57,lookahead_L_1,FAILED_TO_FIND,False,11,12,11,0,154,
57,lookahead_L_2,FAILED_TO_FIND,False,10,12,10,0,3030,
57,lookahead_L_3,SAT_FOUND,True,11,12,11,0,13172,
57,lookahead_L_4,SAT_FOUND,True,11,12,11,0,48530,
57,random,FAILED_TO_FIND,False,12,12,12,0,0,
58,dpll_control,SAT_FOUND,True,4,12,4,0,0,4
58,greedy_L,SAT_FOUND,True,10,12,10,0,149,
58,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
58,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
58,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1674,
58,lookahead_LG_3,SAT_FOUND,True,6,12,6,6,7924,
58,lookahead_LG_4,SAT_FOUND,True,5,12,5,7,26216,
58,lookahead_L_1,SAT_FOUND,True,10,12,10,0,149,
58,lookahead_L_2,SAT_FOUND,True,8,12,8,0,2870,
58,lookahead_L_3,SAT_FOUND,True,11,12,11,0,12999,
58,lookahead_L_4,SAT_FOUND,True,11,12,11,0,47273,
58,random,FAILED_TO_FIND,False,12,12,12,0,0,
59,dpll_control,UNSAT_PROVED,False,17,0,17,0,0,17
59,greedy_L,FAILED_TO_FIND,False,12,12,12,0,156,
59,greedy_LG,FAILED_TO_FIND,False,10,12,8,2,114,
59,lookahead_LG_1,FAILED_TO_FIND,False,10,12,8,2,114,
59,lookahead_LG_2,FAILED_TO_FIND,False,9,12,6,3,1240,
59,lookahead_LG_3,FAILED_TO_FIND,False,9,12,6,3,5150,
59,lookahead_LG_4,FAILED_TO_FIND,False,9,12,7,2,20680,
59,lookahead_L_1,FAILED_TO_FIND,False,12,12,12,0,156,
59,lookahead_L_2,FAILED_TO_FIND,False,11,12,11,0,3050,
59,lookahead_L_3,FAILED_TO_FIND,False,10,12,10,0,13302,
59,lookahead_L_4,FAILED_TO_FIND,False,10,12,10,0,49142,
59,random,FAILED_TO_FIND,False,12,12,12,0,0,
60,dpll_control,SAT_FOUND,True,5,12,5,0,0,5
60,greedy_L,SAT_FOUND,True,11,12,11,0,153,
60,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
60,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
60,lookahead_LG_2,SAT_FOUND,True,4,12,4,8,1461,
60,lookahead_LG_3,SAT_FOUND,True,4,12,4,8,6632,
60,lookahead_LG_4,SAT_FOUND,True,4,12,4,8,24139,
60,lookahead_L_1,SAT_FOUND,True,11,12,11,0,153,
60,lookahead_L_2,SAT_FOUND,True,8,12,8,0,2803,
60,lookahead_L_3,SAT_FOUND,True,10,12,10,0,12904,
60,lookahead_L_4,SAT_FOUND,True,10,12,10,0,47345,
60,random,FAILED_TO_FIND,False,12,12,12,0,0,
61,dpll_control,SAT_FOUND,True,4,12,4,1,0,4
61,greedy_L,SAT_FOUND,True,2,12,2,0,45,
61,greedy_LG,SAT_FOUND,True,2,12,2,10,46,
61,lookahead_LG_1,SAT_FOUND,True,2,12,2,10,46,
61,lookahead_LG_2,SAT_FOUND,True,3,12,3,0,1405,
61,lookahead_LG_3,SAT_FOUND,True,3,12,3,8,5664,
61,lookahead_LG_4,SAT_FOUND,True,3,12,3,2,22150,
61,lookahead_L_1,SAT_FOUND,True,2,12,2,0,45,
61,lookahead_L_2,SAT_FOUND,True,2,12,2,0,1162,
61,lookahead_L_3,SAT_FOUND,True,4,12,4,0,8426,
61,lookahead_L_4,SAT_FOUND,True,4,12,4,0,30411,
61,random,FAILED_TO_FIND,False,12,12,12,0,0,
