task,graph_seed,mode,status,success,direct_verified,selected_count,decision_steps,forced_steps,score_calls,edge_count,planted
independent_set,47,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3097,44,2 4 10 11 13 14
independent_set,48,greedy_L,FAILED_TO_FIND,False,False,5,5,0,40,53,4 6 9 10 11 17
independent_set,48,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,41,53,4 6 9 10 11 17
independent_set,48,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,648,53,4 6 9 10 11 17
independent_set,48,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,623,53,4 6 9 10 11 17
independent_set,48,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2120,53,4 6 9 10 11 17
independent_set,48,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2106,53,4 6 9 10 11 17
independent_set,49,greedy_L,SOLUTION_FOUND,True,True,6,6,0,43,43,2 3 10 11 12 13
independent_set,49,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,38,43,2 3 10 11 12 13
independent_set,49,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,699,43,2 3 10 11 12 13
independent_set,49,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,699,43,2 3 10 11 12 13
independent_set,49,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3173,43,2 3 10 11 12 13
independent_set,49,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3173,43,2 3 10 11 12 13
independent_set,50,greedy_L,FAILED_TO_FIND,False,False,5,5,0,40,50,7 8 11 12 15 19
independent_set,50,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,43,50,7 8 11 12 15 19
independent_set,50,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,713,50,7 8 11 12 15 19
independent_set,50,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,698,50,7 8 11 12 15 19
independent_set,50,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2963,50,7 8 11 12 15 19
independent_set,50,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2978,50,7 8 11 12 15 19
independent_set,51,greedy_L,SOLUTION_FOUND,True,True,6,6,0,55,28,5 7 13 16 17 19
independent_set,51,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,55,28,5 7 13 16 17 19
independent_set,51,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,957,28,5 7 13 16 17 19
independent_set,51,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,957,28,5 7 13 16 17 19
independent_set,51,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3844,28,5 7 13 16 17 19
independent_set,51,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3844,28,5 7 13 16 17 19
independent_set,52,greedy_L,SOLUTION_FOUND,True,True,6,6,0,40,56,1 6 8 11 15 16
independent_set,52,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,35,56,1 6 8 11 15 16
independent_set,52,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,641,56,1 6 8 11 15 16
independent_set,52,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,629,56,1 6 8 11 15 16
independent_set,52,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2218,56,1 6 8 11 15 16
independent_set,52,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2204,56,1 6 8 11 15 16
independent_set,53,greedy_L,FAILED_TO_FIND,False,False,5,5,0,39,49,6 14 15 16 17 19
independent_set,53,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,40,49,6 14 15 16 17 19
independent_set,53,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,683,49,6 14 15 16 17 19
independent_set,53,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,672,49,6 14 15 16 17 19
independent_set,53,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2306,49,6 14 15 16 17 19
independent_set,53,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2616,49,6 14 15 16 17 19
independent_set,54,greedy_L,SOLUTION_FOUND,True,True,6,6,0,38,43,4 9 14 15 17 18
independent_set,54,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,33,43,4 9 14 15 17 18
independent_set,54,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,588,43,4 9 14 15 17 18
independent_set,54,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,588,43,4 9 14 15 17 18
independent_set,54,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2038,43,4 9 14 15 17 18
independent_set,54,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2038,43,4 9 14 15 17 18
independent_set,55,greedy_L,FAILED_TO_FIND,False,False,5,5,0,39,50,2 4 6 9 11 19
independent_set,55,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,40,50,2 4 6 9 11 19
independent_set,55,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,594,50,2 4 6 9 11 19
independent_set,55,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,603,50,2 4 6 9 11 19
independent_set,55,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,1999,50,2 4 6 9 11 19
independent_set,55,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,1973,50,2 4 6 9 11 19
independent_set,56,greedy_L,SOLUTION_FOUND,True,True,6,6,0,44,42,0 9 12 15 16 17
independent_set,56,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,42,42,0 9 12 15 16 17
independent_set,56,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,797,42,0 9 12 15 16 17
independent_set,56,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,797,42,0 9 12 15 16 17
independent_set,56,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2244,42,0 9 12 15 16 17
independent_set,56,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2244,42,0 9 12 15 16 17
independent_set,57,greedy_L,FAILED_TO_FIND,False,False,5,5,0,42,46,0 1 7 10 11 16
independent_set,57,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,37,46,0 1 7 10 11 16
independent_set,57,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,740,46,0 1 7 10 11 16
independent_set,57,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,765,46,0 1 7 10 11 16
independent_set,57,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3344,46,0 1 7 10 11 16
independent_set,57,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2730,46,0 1 7 10 11 16
independent_set,58,greedy_L,SOLUTION_FOUND,True,True,6,6,0,41,49,1 3 6 17 18 19
independent_set,58,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,36,49,1 3 6 17 18 19
independent_set,58,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,686,49,1 3 6 17 18 19
independent_set,58,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,686,49,1 3 6 17 18 19
independent_set,58,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2747,49,1 3 6 17 18 19
independent_set,58,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2754,49,1 3 6 17 18 19
independent_set,59,greedy_L,SOLUTION_FOUND,True,True,6,6,0,43,42,0 2 4 7 13 14
independent_set,59,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,38,42,0 2 4 7 13 14
independent_set,59,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,684,42,0 2 4 7 13 14
independent_set,59,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,684,42,0 2 4 7 13 14
independent_set,59,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2719,42,0 2 4 7 13 14
independent_set,59,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2719,42,0 2 4 7 13 14
independent_set,60,greedy_L,SOLUTION_FOUND,True,True,6,6,0,45,45,4 7 8 9 12 19
independent_set,60,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,45,45,4 7 8 9 12 19
independent_set,60,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,657,45,4 7 8 9 12 19
independent_set,60,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,653,45,4 7 8 9 12 19
independent_set,60,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2212,45,4 7 8 9 12 19
independent_set,60,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2204,45,4 7 8 9 12 19
independent_set,61,greedy_L,FAILED_TO_FIND,False,False,5,5,0,42,42,4 5 6 10 15 17
independent_set,61,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,41,42,4 5 6 10 15 17
independent_set,61,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,677,42,4 5 6 10 15 17
independent_set,61,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,718,42,4 5 6 10 15 17
independent_set,61,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2547,42,4 5 6 10 15 17
independent_set,61,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2751,42,4 5 6 10 15 17
independent_set,62,greedy_L,SOLUTION_FOUND,True,True,6,6,0,49,38,2 4 5 7 14 18
independent_set,62,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,49,38,2 4 5 7 14 18
independent_set,62,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,741,38,2 4 5 7 14 18
independent_set,62,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,741,38,2 4 5 7 14 18
independent_set,62,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2831,38,2 4 5 7 14 18
independent_set,62,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2831,38,2 4 5 7 14 18
independent_set,63,greedy_L,SOLUTION_FOUND,True,True,6,6,0,44,43,8 9 10 14 15 19
independent_set,63,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,42,43,8 9 10 14 15 19
independent_set,63,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,734,43,8 9 10 14 15 19
independent_set,63,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,734,43,8 9 10 14 15 19
independent_set,63,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2451,43,8 9 10 14 15 19
independent_set,63,lookahead_LG_3,SOLUTION_FOUND,True,True,6,4,2,2459,43,8 9 10 14 15 19
independent_set,64,greedy_L,SOLUTION_FOUND,True,True,6,6,0,42,46,0 3 4 6 12 15
independent_set,64,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,37,46,0 3 4 6 12 15
independent_set,64,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,713,46,0 3 4 6 12 15
independent_set,64,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,709,46,0 3 4 6 12 15
independent_set,64,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2359,46,0 3 4 6 12 15
independent_set,64,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2353,46,0 3 4 6 12 15
independent_set,65,greedy_L,FAILED_TO_FIND,False,False,5,5,0,48,37,7 9 13 15 16 18
independent_set,65,greedy_LG,SOLUTION_FOUND,True,True,6,5,1,49,37,7 9 13 15 16 18
independent_set,65,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,762,37,7 9 13 15 16 18
independent_set,65,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,762,37,7 9 13 15 16 18
independent_set,65,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2716,37,7 9 13 15 16 18
independent_set,65,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2716,37,7 9 13 15 16 18
independent_set,66,greedy_L,FAILED_TO_FIND,False,False,5,5,0,36,43,2 4 7 9 13 14
independent_set,66,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,32,43,2 4 7 9 13 14
independent_set,66,lookahead_L_2,FAILED_TO_FIND,False,False,5,5,0,719,43,2 4 7 9 13 14
independent_set,66,lookahead_LG_2,SOLUTION_FOUND,True,True,6,3,3,788,43,2 4 7 9 13 14
independent_set,66,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2868,43,2 4 7 9 13 14
independent_set,66,lookahead_LG_3,SOLUTION_FOUND,True,True,6,3,3,2851,43,2 4 7 9 13 14
independent_set,67,greedy_L,SOLUTION_FOUND,True,True,6,6,0,41,46,2 3 4 13 14 17
independent_set,67,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,36,46,2 3 4 13 14 17
independent_set,67,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,694,46,2 3 4 13 14 17
independent_set,67,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,694,46,2 3 4 13 14 17
independent_set,67,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2327,46,2 3 4 13 14 17
independent_set,67,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2327,46,2 3 4 13 14 17
independent_set,68,greedy_L,SOLUTION_FOUND,True,True,6,6,0,47,38,3 7 13 14 16 18
independent_set,68,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,47,38,3 7 13 14 16 18
independent_set,68,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,1069,38,3 7 13 14 16 18
independent_set,68,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,1069,38,3 7 13 14 16 18
independent_set,68,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3533,38,3 7 13 14 16 18
independent_set,68,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3533,38,3 7 13 14 16 18
independent_set,69,greedy_L,SOLUTION_FOUND,True,True,6,6,0,43,43,1 2 3 5 11 17
independent_set,69,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,41,43,1 2 3 5 11 17
independent_set,69,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,748,43,1 2 3 5 11 17
independent_set,69,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,744,43,1 2 3 5 11 17
independent_set,69,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2651,43,1 2 3 5 11 17
independent_set,69,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2651,43,1 2 3 5 11 17
independent_set,70,greedy_L,FAILED_TO_FIND,False,False,4,4,0,37,49,3 4 5 9 14 17
independent_set,70,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,38,49,3 4 5 9 14 17
independent_set,70,lookahead_L_2,FAILED_TO_FIND,False,False,5,5,0,647,49,3 4 5 9 14 17
independent_set,70,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,651,49,3 4 5 9 14 17
independent_set,70,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2886,49,3 4 5 9 14 17
independent_set,70,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2911,49,3 4 5 9 14 17
independent_set,71,greedy_L,SOLUTION_FOUND,True,True,6,6,0,47,37,0 4 8 10 13 16
independent_set,71,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,45,37,0 4 8 10 13 16
independent_set,71,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,755,37,0 4 8 10 13 16
independent_set,71,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,755,37,0 4 8 10 13 16
independent_set,71,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2634,37,0 4 8 10 13 16
independent_set,71,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2634,37,0 4 8 10 13 16
independent_set,72,greedy_L,SOLUTION_FOUND,True,True,6,6,0,43,39,2 5 9 11 16 17
independent_set,72,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,38,39,2 5 9 11 16 17
independent_set,72,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,685,39,2 5 9 11 16 17
independent_set,72,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,681,39,2 5 9 11 16 17
independent_set,72,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2800,39,2 5 9 11 16 17
independent_set,72,lookahead_LG_3,SOLUTION_FOUND,True,True,6,4,2,2796,39,2 5 9 11 16 17
independent_set,73,greedy_L,SOLUTION_FOUND,True,True,6,6,0,45,43,3 5 7 8 15 16
independent_set,73,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,43,43,3 5 7 8 15 16
independent_set,73,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,712,43,3 5 7 8 15 16
independent_set,73,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,712,43,3 5 7 8 15 16
independent_set,73,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2917,43,3 5 7 8 15 16
independent_set,73,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2917,43,3 5 7 8 15 16
independent_set,74,greedy_L,SOLUTION_FOUND,True,True,6,6,0,40,39,3 10 12 16 17 19
independent_set,74,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,40,39,3 10 12 16 17 19
independent_set,74,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,643,39,3 10 12 16 17 19
independent_set,74,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,643,39,3 10 12 16 17 19
independent_set,74,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3178,39,3 10 12 16 17 19
independent_set,74,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3178,39,3 10 12 16 17 19
independent_set,75,greedy_L,SOLUTION_FOUND,True,True,6,6,0,43,40,1 11 13 14 18 19
independent_set,75,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,38,40,1 11 13 14 18 19
independent_set,75,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,734,40,1 11 13 14 18 19
independent_set,75,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,734,40,1 11 13 14 18 19
independent_set,75,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2496,40,1 11 13 14 18 19
independent_set,75,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2496,40,1 11 13 14 18 19
independent_set,76,greedy_L,FAILED_TO_FIND,False,False,5,5,0,44,46,0 6 9 11 12 14
independent_set,76,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,44,46,0 6 9 11 12 14
independent_set,76,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,664,46,0 6 9 11 12 14
independent_set,76,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,656,46,0 6 9 11 12 14
independent_set,76,lookahead_L_3,FAILED_TO_FIND,False,False,5,5,0,2341,46,0 6 9 11 12 14
independent_set,76,lookahead_LG_3,FAILED_TO_FIND,False,False,5,5,0,2268,46,0 6 9 11 12 14
independent_set,77,greedy_L,SOLUTION_FOUND,True,True,6,6,0,42,38,6 7 8 10 13 17
independent_set,77,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,37,38,6 7 8 10 13 17
independent_set,77,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,660,38,6 7 8 10 13 17
independent_set,77,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,656,38,6 7 8 10 13 17
independent_set,77,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2683,38,6 7 8 10 13 17
independent_set,77,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2683,38,6 7 8 10 13 17
independent_set,78,greedy_L,FAILED_TO_FIND,False,False,4,4,0,36,50,3 6 8 9 13 14
independent_set,78,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,38,50,3 6 8 9 13 14
independent_set,78,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,581,50,3 6 8 9 13 14
independent_set,78,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,547,50,3 6 8 9 13 14
independent_set,78,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2209,50,3 6 8 9 13 14
independent_set,78,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2487,50,3 6 8 9 13 14
independent_set,79,greedy_L,SOLUTION_FOUND,True,True,6,6,0,42,42,3 4 5 7 11 14
independent_set,79,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,37,42,3 4 5 7 11 14
independent_set,79,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,769,42,3 4 5 7 11 14
independent_set,79,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,765,42,3 4 5 7 11 14
independent_set,79,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2748,42,3 4 5 7 11 14
independent_set,79,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2746,42,3 4 5 7 11 14
independent_set,80,greedy_L,FAILED_TO_FIND,False,False,4,4,0,40,44,5 8 11 12 13 17
independent_set,80,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,42,44,5 8 11 12 13 17
independent_set,80,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,664,44,5 8 11 12 13 17
independent_set,80,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,648,44,5 8 11 12 13 17
independent_set,80,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2236,44,5 8 11 12 13 17
independent_set,80,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2242,44,5 8 11 12 13 17
independent_set,81,greedy_L,FAILED_TO_FIND,False,False,5,5,0,42,47,10 12 13 14 15 16
independent_set,81,greedy_LG,FAILED_TO_FIND,False,False,5,5,0,44,47,10 12 13 14 15 16
independent_set,81,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,706,47,10 12 13 14 15 16
independent_set,81,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,702,47,10 12 13 14 15 16
independent_set,81,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2075,47,10 12 13 14 15 16
independent_set,81,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2032,47,10 12 13 14 15 16
independent_set,82,greedy_L,FAILED_TO_FIND,False,False,4,4,0,39,46,4 5 9 12 15 16
independent_set,82,greedy_LG,SOLUTION_FOUND,True,True,6,4,2,40,46,4 5 9 12 15 16
independent_set,82,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,634,46,4 5 9 12 15 16
independent_set,82,lookahead_LG_2,SOLUTION_FOUND,True,True,6,5,1,620,46,4 5 9 12 15 16
independent_set,82,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2104,46,4 5 9 12 15 16
independent_set,82,lookahead_LG_3,SOLUTION_FOUND,True,True,6,5,1,2451,46,4 5 9 12 15 16
independent_set,83,greedy_L,SOLUTION_FOUND,True,True,6,6,0,42,40,0 2 4 12 14 15
independent_set,83,greedy_LG,SOLUTION_FOUND,True,True,6,3,3,37,40,0 2 4 12 14 15
independent_set,83,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,685,40,0 2 4 12 14 15
independent_set,83,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,2,677,40,0 2 4 12 14 15
independent_set,83,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,2528,40,0 2 4 12 14 15
independent_set,83,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,2528,40,0 2 4 12 14 15
independent_set,84,greedy_L,SOLUTION_FOUND,True,True,6,6,0,47,34,0 1 9 10 13 15
independent_set,84,greedy_LG,SOLUTION_FOUND,True,True,6,6,0,47,34,0 1 9 10 13 15
independent_set,84,lookahead_L_2,SOLUTION_FOUND,True,True,6,6,0,747,34,0 1 9 10 13 15
independent_set,84,lookahead_LG_2,SOLUTION_FOUND,True,True,6,6,0,747,34,0 1 9 10 13 15
independent_set,84,lookahead_L_3,SOLUTION_FOUND,True,True,6,6,0,3126,34,0 1 9 10 13 15
independent_set,84,lookahead_LG_3,SOLUTION_FOUND,True,True,6,6,0,3126,34,0 1 9 10 13 15
