task,graph_seed,mode,status,success,direct_verified,selected_count,decision_steps,forced_steps,score_calls,edge_count,planted
independent_set,52,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,23,38,0 7 8 11 15
independent_set,52,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,362,38,0 7 8 11 15
independent_set,52,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,362,38,0 7 8 11 15
independent_set,52,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1636,38,0 7 8 11 15
independent_set,52,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1644,38,0 7 8 11 15
independent_set,53,greedy_L,SOLUTION_FOUND,True,True,5,5,0,31,30,6 7 8 11 14
independent_set,53,greedy_LG,SOLUTION_FOUND,True,True,5,3,2,29,30,6 7 8 11 14
independent_set,53,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,393,30,6 7 8 11 14
independent_set,53,lookahead_LG_2,SOLUTION_FOUND,True,True,5,4,1,411,30,6 7 8 11 14
independent_set,53,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1428,30,6 7 8 11 14
independent_set,53,lookahead_LG_3,SOLUTION_FOUND,True,True,5,4,1,1259,30,6 7 8 11 14
independent_set,54,greedy_L,SOLUTION_FOUND,True,True,5,5,0,31,23,4 7 8 14 15
independent_set,54,greedy_LG,SOLUTION_FOUND,True,True,5,3,2,29,23,4 7 8 14 15
independent_set,54,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,526,23,4 7 8 14 15
independent_set,54,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,526,23,4 7 8 14 15
independent_set,54,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1601,23,4 7 8 14 15
independent_set,54,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1599,23,4 7 8 14 15
independent_set,55,greedy_L,SOLUTION_FOUND,True,True,5,5,0,34,24,2 3 4 11 15
independent_set,55,greedy_LG,SOLUTION_FOUND,True,True,5,5,0,34,24,2 3 4 11 15
independent_set,55,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,510,24,2 3 4 11 15
independent_set,55,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,510,24,2 3 4 11 15
independent_set,55,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1712,24,2 3 4 11 15
independent_set,55,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1712,24,2 3 4 11 15
independent_set,56,greedy_L,FAILED_TO_FIND,False,False,4,4,0,26,38,0 4 7 8 10
independent_set,56,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,25,38,0 4 7 8 10
independent_set,56,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,394,38,0 4 7 8 10
independent_set,56,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,386,38,0 4 7 8 10
independent_set,56,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1626,38,0 4 7 8 10
independent_set,56,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1619,38,0 4 7 8 10
independent_set,57,greedy_L,FAILED_TO_FIND,False,False,4,4,0,31,32,0 1 5 9 13
independent_set,57,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,30,32,0 1 5 9 13
independent_set,57,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,440,32,0 1 5 9 13
independent_set,57,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,435,32,0 1 5 9 13
independent_set,57,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1573,32,0 1 5 9 13
independent_set,57,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1585,32,0 1 5 9 13
independent_set,58,greedy_L,SOLUTION_FOUND,True,True,5,5,0,31,27,3 6 10 11 14
independent_set,58,greedy_LG,SOLUTION_FOUND,True,True,5,3,2,29,27,3 6 10 11 14
independent_set,58,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,395,27,3 6 10 11 14
independent_set,58,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,391,27,3 6 10 11 14
independent_set,58,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1525,27,3 6 10 11 14
independent_set,58,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,1521,27,3 6 10 11 14
independent_set,59,greedy_L,SOLUTION_FOUND,True,True,5,5,0,32,29,0 1 7 10 15
independent_set,59,greedy_LG,SOLUTION_FOUND,True,True,5,5,0,32,29,0 1 7 10 15
independent_set,59,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,399,29,0 1 7 10 15
independent_set,59,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,423,29,0 1 7 10 15
independent_set,59,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1355,29,0 1 7 10 15
independent_set,59,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1681,29,0 1 7 10 15
independent_set,60,greedy_L,FAILED_TO_FIND,False,False,4,4,0,31,32,2 4 9 14 15
independent_set,60,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,31,32,2 4 9 14 15
independent_set,60,lookahead_L_2,FAILED_TO_FIND,False,False,4,4,0,364,32,2 4 9 14 15
independent_set,60,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,425,32,2 4 9 14 15
independent_set,60,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1378,32,2 4 9 14 15
independent_set,60,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1387,32,2 4 9 14 15
independent_set,61,greedy_L,SOLUTION_FOUND,True,True,5,5,0,30,29,2 3 5 8 15
independent_set,61,greedy_LG,SOLUTION_FOUND,True,True,5,3,2,28,29,2 3 5 8 15
independent_set,61,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,407,29,2 3 5 8 15
independent_set,61,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,407,29,2 3 5 8 15
independent_set,61,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,1347,29,2 3 5 8 15
independent_set,61,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,1347,29,2 3 5 8 15
clique,42,greedy_L,FAILED_TO_FIND,False,False,3,3,0,23,40,0 3 4 11 15
clique,42,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,23,40,0 3 4 11 15
clique,42,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,263,40,0 3 4 11 15
clique,42,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,201,40,0 3 4 11 15
clique,42,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,647,40,0 3 4 11 15
clique,42,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,535,40,0 3 4 11 15
clique,43,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,39,1 2 4 11 12
clique,43,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,39,1 2 4 11 12
clique,43,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,240,39,1 2 4 11 12
clique,43,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,162,39,1 2 4 11 12
clique,43,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,541,39,1 2 4 11 12
clique,43,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,385,39,1 2 4 11 12
clique,44,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,43,1 8 11 13 14
clique,44,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,22,43,1 8 11 13 14
clique,44,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,221,43,1 8 11 13 14
clique,44,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,179,43,1 8 11 13 14
clique,44,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,542,43,1 8 11 13 14
clique,44,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,482,43,1 8 11 13 14
clique,45,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,37,1 4 6 7 8
clique,45,greedy_LG,SOLUTION_FOUND,True,True,5,1,4,16,37,1 4 6 7 8
clique,45,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,226,37,1 4 6 7 8
clique,45,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,182,37,1 4 6 7 8
clique,45,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,559,37,1 4 6 7 8
clique,45,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,464,37,1 4 6 7 8
clique,46,greedy_L,FAILED_TO_FIND,False,False,2,2,0,21,46,0 2 6 9 12
clique,46,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,22,46,0 2 6 9 12
clique,46,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,251,46,0 2 6 9 12
clique,46,lookahead_LG_2,SOLUTION_FOUND,True,True,5,5,0,237,46,0 2 6 9 12
clique,46,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,589,46,0 2 6 9 12
clique,46,lookahead_LG_3,SOLUTION_FOUND,True,True,5,5,0,514,46,0 2 6 9 12
clique,47,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,34,1 6 7 8 11
clique,47,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,34,1 6 7 8 11
clique,47,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,210,34,1 6 7 8 11
clique,47,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,157,34,1 6 7 8 11
clique,47,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,585,34,1 6 7 8 11
clique,47,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,502,34,1 6 7 8 11
clique,48,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,42,2 8 10 11 13
clique,48,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,22,42,2 8 10 11 13
clique,48,lookahead_L_2,FAILED_TO_FIND,False,False,4,4,0,221,42,2 8 10 11 13
clique,48,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,162,42,2 8 10 11 13
clique,48,lookahead_L_3,FAILED_TO_FIND,False,False,4,4,0,493,42,2 8 10 11 13
clique,48,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,375,42,2 8 10 11 13
clique,49,greedy_L,SOLUTION_FOUND,True,True,5,5,0,25,33,1 2 5 6 14
clique,49,greedy_LG,SOLUTION_FOUND,True,True,5,1,4,16,33,1 2 5 6 14
clique,49,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,180,33,1 2 5 6 14
clique,49,lookahead_LG_2,SOLUTION_FOUND,True,True,5,1,4,95,33,1 2 5 6 14
clique,49,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,411,33,1 2 5 6 14
clique,49,lookahead_LG_3,SOLUTION_FOUND,True,True,5,1,4,236,33,1 2 5 6 14
clique,50,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,37,4 5 10 13 15
clique,50,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,37,4 5 10 13 15
clique,50,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,194,37,4 5 10 13 15
clique,50,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,127,37,4 5 10 13 15
clique,50,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,440,37,4 5 10 13 15
clique,50,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,325,37,4 5 10 13 15
clique,51,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,28,2 7 8 13 14
clique,51,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,22,28,2 7 8 13 14
clique,51,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,182,28,2 7 8 13 14
clique,51,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,113,28,2 7 8 13 14
clique,51,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,376,28,2 7 8 13 14
clique,51,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,289,28,2 7 8 13 14
clique,52,greedy_L,FAILED_TO_FIND,False,False,3,3,0,23,48,0 7 8 11 15
clique,52,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,26,48,0 7 8 11 15
clique,52,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,262,48,0 7 8 11 15
clique,52,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,228,48,0 7 8 11 15
clique,52,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,687,48,0 7 8 11 15
clique,52,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,622,48,0 7 8 11 15
clique,53,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,40,6 7 8 11 14
clique,53,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,22,40,6 7 8 11 14
clique,53,lookahead_L_2,FAILED_TO_FIND,False,False,3,3,0,175,40,6 7 8 11 14
clique,53,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,165,40,6 7 8 11 14
clique,53,lookahead_L_3,FAILED_TO_FIND,False,False,4,4,0,475,40,6 7 8 11 14
clique,53,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,402,40,6 7 8 11 14
clique,54,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,33,4 7 8 14 15
clique,54,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,33,4 7 8 14 15
clique,54,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,189,33,4 7 8 14 15
clique,54,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,106,33,4 7 8 14 15
clique,54,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,401,33,4 7 8 14 15
clique,54,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,282,33,4 7 8 14 15
clique,55,greedy_L,FAILED_TO_FIND,False,False,3,3,0,21,34,2 3 4 11 15
clique,55,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,24,34,2 3 4 11 15
clique,55,lookahead_L_2,FAILED_TO_FIND,False,False,4,4,0,171,34,2 3 4 11 15
clique,55,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,142,34,2 3 4 11 15
clique,55,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,465,34,2 3 4 11 15
clique,55,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,334,34,2 3 4 11 15
clique,56,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,48,0 4 7 8 10
clique,56,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,25,48,0 4 7 8 10
clique,56,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,277,48,0 4 7 8 10
clique,56,lookahead_LG_2,SOLUTION_FOUND,True,True,5,4,1,200,48,0 4 7 8 10
clique,56,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,662,48,0 4 7 8 10
clique,56,lookahead_LG_3,SOLUTION_FOUND,True,True,5,4,1,469,48,0 4 7 8 10
clique,57,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,42,0 1 5 9 13
clique,57,greedy_LG,FAILED_TO_FIND,False,False,3,3,0,23,42,0 1 5 9 13
clique,57,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,224,42,0 1 5 9 13
clique,57,lookahead_LG_2,SOLUTION_FOUND,True,True,5,4,1,176,42,0 1 5 9 13
clique,57,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,569,42,0 1 5 9 13
clique,57,lookahead_LG_3,SOLUTION_FOUND,True,True,5,4,1,406,42,0 1 5 9 13
clique,58,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,37,3 6 10 11 14
clique,58,greedy_LG,SOLUTION_FOUND,True,True,5,1,4,16,37,3 6 10 11 14
clique,58,lookahead_L_2,FAILED_TO_FIND,False,False,3,3,0,169,37,3 6 10 11 14
clique,58,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,158,37,3 6 10 11 14
clique,58,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,473,37,3 6 10 11 14
clique,58,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,346,37,3 6 10 11 14
clique,59,greedy_L,FAILED_TO_FIND,False,False,3,3,0,23,39,0 1 7 10 15
clique,59,greedy_LG,FAILED_TO_FIND,False,False,4,4,0,25,39,0 1 7 10 15
clique,59,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,221,39,0 1 7 10 15
clique,59,lookahead_LG_2,SOLUTION_FOUND,True,True,5,3,2,161,39,0 1 7 10 15
clique,59,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,529,39,0 1 7 10 15
clique,59,lookahead_LG_3,SOLUTION_FOUND,True,True,5,3,2,355,39,0 1 7 10 15
clique,60,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,42,2 4 9 14 15
clique,60,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,42,2 4 9 14 15
clique,60,lookahead_L_2,FAILED_TO_FIND,False,False,3,3,0,191,42,2 4 9 14 15
clique,60,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,157,42,2 4 9 14 15
clique,60,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,493,42,2 4 9 14 15
clique,60,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,343,42,2 4 9 14 15
clique,61,greedy_L,FAILED_TO_FIND,False,False,2,2,0,20,39,2 3 5 8 15
clique,61,greedy_LG,SOLUTION_FOUND,True,True,5,2,3,21,39,2 3 5 8 15
clique,61,lookahead_L_2,SOLUTION_FOUND,True,True,5,5,0,202,39,2 3 5 8 15
clique,61,lookahead_LG_2,SOLUTION_FOUND,True,True,5,2,3,129,39,2 3 5 8 15
clique,61,lookahead_L_3,SOLUTION_FOUND,True,True,5,5,0,495,39,2 3 5 8 15
clique,61,lookahead_LG_3,SOLUTION_FOUND,True,True,5,2,3,383,39,2 3 5 8 15
