formula_seed,mode,status,success,steps,assigned_count,decision_steps,forced_steps,score_calls,dpll_nodes
59,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
59,greedy_LG,SAT_FOUND,True,3,16,3,12,71,
59,lookahead_LG_3,SAT_FOUND,True,5,16,5,10,13407,
59,lookahead_L_3,SAT_FOUND,True,16,16,16,0,29654,
60,dpll_control,SAT_FOUND,True,5,16,5,1,0,5
60,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
60,greedy_LG,SAT_FOUND,True,3,16,3,8,79,
60,lookahead_LG_3,SAT_FOUND,True,4,16,4,12,13037,
60,lookahead_L_3,SAT_FOUND,True,16,16,16,0,30265,
61,dpll_control,SAT_FOUND,True,4,16,4,1,0,4
61,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
61,greedy_LG,SAT_FOUND,True,3,16,3,10,69,
61,lookahead_LG_3,SAT_FOUND,True,5,16,5,10,15441,
61,lookahead_L_3,SAT_FOUND,True,16,16,16,0,30511,
62,dpll_control,SAT_FOUND,True,12,16,12,1,0,12
62,greedy_L,SAT_FOUND,True,10,16,10,0,229,
62,greedy_LG,FAILED_TO_FIND,False,13,16,8,5,140,
62,lookahead_LG_3,SAT_FOUND,True,7,16,7,9,16327,
62,lookahead_L_3,SAT_FOUND,True,10,16,10,0,28171,
63,dpll_control,UNSAT_PROVED,False,23,0,23,0,0,23
63,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
63,greedy_LG,FAILED_TO_FIND,False,14,16,8,6,138,
63,lookahead_LG_3,FAILED_TO_FIND,False,15,16,11,4,16200,
63,lookahead_L_3,FAILED_TO_FIND,False,15,16,15,0,30590,
64,dpll_control,SAT_FOUND,True,18,16,18,2,0,18
64,greedy_L,SAT_FOUND,True,9,16,9,0,215,
64,greedy_LG,FAILED_TO_FIND,False,14,16,9,5,146,
64,lookahead_LG_3,SAT_FOUND,True,6,16,6,10,14439,
64,lookahead_L_3,SAT_FOUND,True,10,16,10,0,27992,
65,dpll_control,UNSAT_PROVED,False,23,0,23,0,0,23
65,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
65,greedy_LG,FAILED_TO_FIND,False,14,16,8,6,128,
65,lookahead_LG_3,FAILED_TO_FIND,False,14,16,9,5,16320,
65,lookahead_L_3,FAILED_TO_FIND,False,15,16,15,0,30590,
66,dpll_control,UNSAT_PROVED,False,15,0,15,0,0,15
66,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
66,greedy_LG,FAILED_TO_FIND,False,15,16,11,4,172,
66,lookahead_LG_3,FAILED_TO_FIND,False,15,16,12,3,20932,
66,lookahead_L_3,FAILED_TO_FIND,False,16,16,16,0,30592,
67,dpll_control,SAT_FOUND,True,8,16,8,1,0,8
67,greedy_L,FAILED_TO_FIND,False,15,16,15,0,270,
67,greedy_LG,SAT_FOUND,True,3,16,3,13,80,
67,lookahead_LG_3,SAT_FOUND,True,5,16,5,10,17202,
67,lookahead_L_3,FAILED_TO_FIND,False,13,16,13,0,30420,
68,dpll_control,SAT_FOUND,True,7,16,7,2,0,7
68,greedy_L,SAT_FOUND,True,10,16,10,0,229,
68,greedy_LG,FAILED_TO_FIND,False,16,16,12,4,180,
68,lookahead_LG_3,SAT_FOUND,True,3,16,3,12,11610,
68,lookahead_L_3,SAT_FOUND,True,14,16,14,0,29759,
69,dpll_control,SAT_FOUND,True,11,16,11,1,0,11
69,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
69,greedy_LG,FAILED_TO_FIND,False,13,16,7,6,126,
69,lookahead_LG_3,SAT_FOUND,True,3,16,3,13,12958,
69,lookahead_L_3,FAILED_TO_FIND,False,14,16,14,0,30570,
70,dpll_control,SAT_FOUND,True,10,16,10,2,0,10
70,greedy_L,SAT_FOUND,True,13,16,13,0,259,
70,greedy_LG,SAT_FOUND,True,3,16,3,10,88,
70,lookahead_LG_3,SAT_FOUND,True,5,16,5,7,15876,
70,lookahead_L_3,SAT_FOUND,True,16,16,16,0,30488,
71,dpll_control,SAT_FOUND,True,8,16,8,2,0,8
71,greedy_L,SAT_FOUND,True,10,16,10,0,229,
71,greedy_LG,SAT_FOUND,True,3,16,3,12,82,
71,lookahead_LG_3,SAT_FOUND,True,5,16,5,10,16861,
71,lookahead_L_3,SAT_FOUND,True,11,16,11,0,28747,
72,dpll_control,SAT_FOUND,True,3,16,3,1,0,3
72,greedy_L,FAILED_TO_FIND,False,15,16,15,0,270,
72,greedy_LG,SAT_FOUND,True,2,16,2,14,62,
72,lookahead_LG_3,SAT_FOUND,True,4,16,4,12,15064,
72,lookahead_L_3,FAILED_TO_FIND,False,14,16,14,0,30570,
73,dpll_control,UNSAT_PROVED,False,17,0,17,0,0,17
73,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
73,greedy_LG,FAILED_TO_FIND,False,11,16,6,5,124,
73,lookahead_LG_3,FAILED_TO_FIND,False,12,16,11,1,17020,
73,lookahead_L_3,FAILED_TO_FIND,False,14,16,14,0,30570,
74,dpll_control,SAT_FOUND,True,7,16,7,1,0,7
74,greedy_L,SAT_FOUND,True,8,16,8,0,199,
74,greedy_LG,SAT_FOUND,True,4,16,4,11,88,
74,lookahead_LG_3,SAT_FOUND,True,5,16,5,11,17274,
74,lookahead_L_3,SAT_FOUND,True,15,16,15,0,28843,
75,dpll_control,UNSAT_PROVED,False,9,0,9,0,0,9
75,greedy_L,FAILED_TO_FIND,False,14,16,14,0,266,
75,greedy_LG,FAILED_TO_FIND,False,14,16,9,5,148,
75,lookahead_LG_3,FAILED_TO_FIND,False,13,16,8,5,13218,
75,lookahead_L_3,FAILED_TO_FIND,False,13,16,13,0,30420,
76,dpll_control,SAT_FOUND,True,8,16,8,4,0,8
76,greedy_L,SAT_FOUND,True,2,16,2,0,61,
76,greedy_LG,SAT_FOUND,True,3,16,3,11,78,
76,lookahead_LG_3,SAT_FOUND,True,6,16,6,9,16290,
76,lookahead_L_3,SAT_FOUND,True,12,16,12,0,25938,
77,dpll_control,SAT_FOUND,True,8,16,8,0,0,8
77,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
77,greedy_LG,FAILED_TO_FIND,False,14,16,9,5,154,
77,lookahead_LG_3,SAT_FOUND,True,6,16,6,9,18990,
77,lookahead_L_3,FAILED_TO_FIND,False,14,16,14,0,30570,
78,dpll_control,SAT_FOUND,True,8,16,8,2,0,8
78,greedy_L,SAT_FOUND,True,12,16,12,0,251,
78,greedy_LG,SAT_FOUND,True,3,16,3,12,84,
78,lookahead_LG_3,SAT_FOUND,True,8,16,8,8,24572,
78,lookahead_L_3,SAT_FOUND,True,16,16,16,0,30231,
79,dpll_control,SAT_FOUND,True,7,16,7,1,0,7
79,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
79,greedy_LG,FAILED_TO_FIND,False,16,16,10,6,140,
79,lookahead_LG_3,SAT_FOUND,True,7,16,7,9,17114,
79,lookahead_L_3,FAILED_TO_FIND,False,14,16,14,0,30570,
80,dpll_control,SAT_FOUND,True,10,16,10,3,0,10
80,greedy_L,SAT_FOUND,True,6,16,6,0,161,
80,greedy_LG,FAILED_TO_FIND,False,12,16,8,4,154,
80,lookahead_LG_3,SAT_FOUND,True,5,16,5,0,19267,
80,lookahead_L_3,SAT_FOUND,True,5,16,5,0,19587,
81,dpll_control,SAT_FOUND,True,9,16,9,0,0,9
81,greedy_L,SAT_FOUND,True,10,16,10,0,229,
81,greedy_LG,SAT_FOUND,True,2,16,2,14,62,
81,lookahead_LG_3,SAT_FOUND,True,6,16,6,10,16823,
81,lookahead_L_3,SAT_FOUND,True,15,16,15,0,30366,
