graph_seed,mode,status,success,steps,colored_count,direct_verified,decision_steps,forced_steps,score_calls,edge_count
51,lookahead_LG_2,SOLUTION_FOUND,True,9,14,True,9,5,6759,12
51,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,35985,12
51,lookahead_LG_3,SOLUTION_FOUND,True,10,14,True,10,4,29704,12
52,greedy_L,FAILED_TO_FIND,False,13,13,False,13,0,262,23
52,greedy_LG,SOLUTION_FOUND,True,3,14,True,3,11,104,23
52,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,7014,23
52,lookahead_LG_2,SOLUTION_FOUND,True,4,14,True,4,10,2919,23
52,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,28762,23
52,lookahead_LG_3,SOLUTION_FOUND,True,6,14,True,6,8,20405,23
53,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,292,15
53,greedy_LG,SOLUTION_FOUND,True,8,14,True,8,6,182,15
53,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,7869,15
53,lookahead_LG_2,SOLUTION_FOUND,True,9,14,True,9,5,4885,15
53,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,34089,15
53,lookahead_LG_3,SOLUTION_FOUND,True,8,14,True,8,6,23269,15
54,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,292,13
54,greedy_LG,SOLUTION_FOUND,True,10,14,True,10,4,211,13
54,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,8472,13
54,lookahead_LG_2,SOLUTION_FOUND,True,9,14,True,9,5,6216,13
54,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,36398,13
54,lookahead_LG_3,SOLUTION_FOUND,True,10,14,True,10,4,28499,13
55,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,302,11
55,greedy_LG,SOLUTION_FOUND,True,10,14,True,10,4,225,11
55,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,8504,11
55,lookahead_LG_2,SOLUTION_FOUND,True,11,14,True,11,3,6964,11
55,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,36827,11
55,lookahead_LG_3,SOLUTION_FOUND,True,12,14,True,12,2,32426,11
56,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,269,21
56,greedy_LG,SOLUTION_FOUND,True,4,14,True,4,10,104,21
56,lookahead_L_2,FAILED_TO_FIND,False,12,12,False,12,0,7130,21
56,lookahead_LG_2,SOLUTION_FOUND,True,5,14,True,5,9,3191,21
56,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,32576,21
56,lookahead_LG_3,SOLUTION_FOUND,True,7,14,True,7,7,22612,21
57,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,282,19
57,greedy_LG,SOLUTION_FOUND,True,6,14,True,6,8,152,19
57,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,7705,19
57,lookahead_LG_2,SOLUTION_FOUND,True,8,14,True,8,6,6267,19
57,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,33418,19
57,lookahead_LG_3,SOLUTION_FOUND,True,10,14,True,10,4,26671,19
58,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,281,16
58,greedy_LG,SOLUTION_FOUND,True,8,14,True,8,6,155,16
58,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,7811,16
58,lookahead_LG_2,SOLUTION_FOUND,True,10,14,True,10,4,4654,16
58,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,32879,16
58,lookahead_LG_3,SOLUTION_FOUND,True,9,14,True,9,5,20395,16
59,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,280,17
59,greedy_LG,SOLUTION_FOUND,True,6,14,True,6,8,166,17
59,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,7649,17
59,lookahead_LG_2,SOLUTION_FOUND,True,7,14,True,7,7,4721,17
59,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,33260,17
59,lookahead_LG_3,SOLUTION_FOUND,True,9,14,True,9,5,23776,17
60,greedy_L,SOLUTION_FOUND,True,14,14,True,14,0,292,16
60,greedy_LG,SOLUTION_FOUND,True,6,14,True,6,8,188,16
60,lookahead_L_2,SOLUTION_FOUND,True,14,14,True,14,0,8130,16
60,lookahead_LG_2,SOLUTION_FOUND,True,6,14,True,6,8,4258,16
60,lookahead_L_3,SOLUTION_FOUND,True,14,14,True,14,0,35189,16
60,lookahead_LG_3,SOLUTION_FOUND,True,7,14,True,7,7,20769,16
61,greedy_L,FAILED_TO_FIND,False,13,13,False,13,0,285,17
61,greedy_LG,SOLUTION_FOUND,True,6,14,True,6,8,130,17
61,lookahead_L_2,FAILED_TO_FIND,False,12,12,False,12,0,7736,17
61,lookahead_LG_2,SOLUTION_FOUND,True,8,14,True,8,6,5902,17
61,lookahead_L_3,FAILED_TO_FIND,False,11,11,False,11,0,33669,17
61,lookahead_LG_3,SOLUTION_FOUND,True,8,14,True,8,6,16929,17
