formula_seed,mode,status,success,steps,assigned_count,decision_steps,forced_steps,score_calls,dpll_nodes
57,greedy_L,FAILED_TO_FIND,False,20,20,20,0,420,
57,greedy_LG,FAILED_TO_FIND,False,16,20,8,8,184,
57,lookahead_LG_3,FAILED_TO_FIND,False,16,20,10,6,33202,
57,lookahead_L_3,FAILED_TO_FIND,False,18,20,18,0,58494,
58,dpll_control,SAT_FOUND,True,4,20,4,2,0,4
58,greedy_L,FAILED_TO_FIND,False,20,20,20,0,420,
58,greedy_LG,SAT_FOUND,True,3,20,3,17,86,
58,lookahead_LG_3,SAT_FOUND,True,4,20,4,15,23008,
58,lookahead_L_3,SAT_FOUND,True,20,20,20,0,58366,
59,dpll_control,UNSAT_PROVED,False,21,0,21,0,0,21
59,greedy_L,FAILED_TO_FIND,False,20,20,20,0,420,
59,greedy_LG,FAILED_TO_FIND,False,15,20,6,9,144,
59,lookahead_LG_3,FAILED_TO_FIND,False,13,20,9,4,25448,
59,lookahead_L_3,FAILED_TO_FIND,False,18,20,18,0,58494,
60,dpll_control,SAT_FOUND,True,5,20,5,0,0,5
60,greedy_L,FAILED_TO_FIND,False,20,20,20,0,420,
60,greedy_LG,FAILED_TO_FIND,False,16,20,7,9,156,
60,lookahead_LG_3,SAT_FOUND,True,5,20,5,15,27432,
60,lookahead_L_3,FAILED_TO_FIND,False,18,20,18,0,58494,
61,dpll_control,UNSAT_PROVED,False,25,0,25,0,0,25
61,greedy_L,FAILED_TO_FIND,False,20,20,20,0,420,
61,greedy_LG,FAILED_TO_FIND,False,17,20,9,8,190,
61,lookahead_LG_3,FAILED_TO_FIND,False,16,20,7,9,25262,
61,lookahead_L_3,FAILED_TO_FIND,False,18,20,18,0,58494,
