graph_seed,mode,status,success,steps,colored_count,direct_verified,decision_steps,forced_steps,score_calls,edge_count
46,lookahead_LG_3,SOLUTION_FOUND,True,5,18,True,5,13,24420,36
47,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,442,28
47,greedy_LG,FAILED_TO_FIND,False,14,14,False,14,0,415,28
47,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15432,28
47,lookahead_LG_2,FAILED_TO_FIND,False,12,12,False,10,2,9233,28
47,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,67889,28
47,lookahead_LG_3,FAILED_TO_FIND,False,11,11,False,9,2,39809,28
48,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,436,33
48,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,146,33
48,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14402,33
48,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,8619,33
48,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,63425,33
48,lookahead_LG_3,SOLUTION_FOUND,True,6,18,True,6,12,38132,33
49,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,453,26
49,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,171,26
49,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15068,26
49,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8161,26
49,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,69119,26
49,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,38474,26
50,greedy_L,FAILED_TO_FIND,False,16,16,False,16,0,438,30
50,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,159,30
50,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15165,30
50,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,5421,30
50,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,67807,30
50,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,39631,30
51,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,469,23
51,greedy_LG,SOLUTION_FOUND,True,8,18,True,8,10,182,23
51,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16271,23
51,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8585,23
51,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,73781,23
51,lookahead_LG_3,SOLUTION_FOUND,True,11,18,True,11,7,45665,23
52,greedy_L,FAILED_TO_FIND,False,15,15,False,15,0,415,32
52,greedy_LG,SOLUTION_FOUND,True,3,18,True,3,15,145,32
52,lookahead_L_2,FAILED_TO_FIND,False,14,14,False,14,0,14235,32
52,lookahead_LG_2,SOLUTION_FOUND,True,4,18,True,4,14,4761,32
52,lookahead_L_3,FAILED_TO_FIND,False,14,14,False,14,0,60592,32
52,lookahead_LG_3,SOLUTION_FOUND,True,6,18,True,6,12,27722,32
53,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,461,24
53,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,192,24
53,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15347,24
53,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,9579,24
53,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,68921,24
53,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,34702,24
54,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,434,29
54,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,169,29
54,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14492,29
54,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8507,29
54,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,64915,29
54,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,34929,29
55,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,478,18
55,greedy_LG,SOLUTION_FOUND,True,10,18,True,10,8,329,18
55,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,17571,18
55,lookahead_LG_2,SOLUTION_FOUND,True,11,18,True,11,7,10469,18
55,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,78242,18
55,lookahead_LG_3,SOLUTION_FOUND,True,11,18,True,11,7,47133,18
56,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,412,34
56,greedy_LG,SOLUTION_FOUND,True,3,18,True,3,15,145,34
56,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,13795,34
56,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,8299,34
56,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,59799,34
56,lookahead_LG_3,SOLUTION_FOUND,True,5,18,True,5,13,34333,34
57,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,439,32
57,greedy_LG,SOLUTION_FOUND,True,3,18,True,3,15,109,32
57,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,14038,32
57,lookahead_LG_2,SOLUTION_FOUND,True,4,18,True,4,14,6966,32
57,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,61170,32
57,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,34556,32
58,greedy_L,FAILED_TO_FIND,False,15,15,False,15,0,426,32
58,greedy_LG,FAILED_TO_FIND,False,15,15,False,9,6,253,32
58,lookahead_L_2,FAILED_TO_FIND,False,14,14,False,14,0,14664,32
58,lookahead_LG_2,FAILED_TO_FIND,False,17,17,False,12,5,6256,32
58,lookahead_L_3,FAILED_TO_FIND,False,17,17,False,17,0,66061,32
58,lookahead_LG_3,FAILED_TO_FIND,False,17,17,False,14,3,28213,32
59,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,418,30
59,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,141,30
59,lookahead_L_2,FAILED_TO_FIND,False,17,17,False,17,0,14191,30
59,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,8552,30
59,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,64975,30
59,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,38289,30
60,greedy_L,FAILED_TO_FIND,False,16,16,False,16,0,436,31
60,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,156,31
60,lookahead_L_2,FAILED_TO_FIND,False,15,15,False,15,0,14810,31
60,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,7569,31
60,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,66747,31
60,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,36851,31
61,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,436,29
61,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,168,29
61,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14389,29
61,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8206,29
61,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,65238,29
61,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,39287,29
62,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,444,28
62,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,150,28
62,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15293,28
62,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,9372,28
62,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,66566,28
62,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,36871,28
63,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,470,22
63,greedy_LG,SOLUTION_FOUND,True,8,18,True,8,10,220,22
63,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16123,22
63,lookahead_LG_2,SOLUTION_FOUND,True,9,18,True,9,9,8350,22
63,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70757,22
63,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,40840,22
64,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,445,30
64,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,151,30
64,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,14464,30
64,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,6614,30
64,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,66218,30
64,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,26279,30
65,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,460,25
65,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,240,25
65,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15899,25
65,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8533,25
65,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70144,25
65,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,38408,25
66,greedy_L,FAILED_TO_FIND,False,15,15,False,15,0,416,31
66,greedy_LG,FAILED_TO_FIND,False,15,15,False,11,4,298,31
66,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15455,31
66,lookahead_LG_2,FAILED_TO_FIND,False,14,14,False,10,4,6694,31
66,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,67752,31
66,lookahead_LG_3,FAILED_TO_FIND,False,13,13,False,11,2,38183,31
67,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,439,32
67,greedy_LG,SOLUTION_FOUND,True,4,18,True,4,14,142,32
67,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14417,32
67,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,7686,32
67,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,64030,32
67,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,32957,32
68,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,462,22
68,greedy_LG,SOLUTION_FOUND,True,10,18,True,10,8,261,22
68,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16377,22
68,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,7091,22
68,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,72210,22
68,lookahead_LG_3,SOLUTION_FOUND,True,10,18,True,10,8,37624,22
69,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,449,29
69,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,166,29
69,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14903,29
69,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,5314,29
69,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67060,29
69,lookahead_LG_3,SOLUTION_FOUND,True,5,18,True,5,13,22991,29
70,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,435,30
70,greedy_LG,FAILED_TO_FIND,False,13,13,False,10,3,279,30
70,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,14501,30
70,lookahead_LG_2,FAILED_TO_FIND,False,13,13,False,9,4,4948,30
70,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,66501,30
70,lookahead_LG_3,FAILED_TO_FIND,False,12,12,False,7,5,23441,30
71,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,450,29
71,greedy_LG,FAILED_TO_FIND,False,17,17,False,7,10,207,29
71,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,14545,29
71,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,8107,29
71,lookahead_L_3,FAILED_TO_FIND,False,13,13,False,13,0,63487,29
71,lookahead_LG_3,SOLUTION_FOUND,True,6,18,True,6,12,35439,29
72,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,447,31
72,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,166,31
72,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15389,31
72,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,8976,31
72,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67484,31
72,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,39766,31
73,greedy_L,FAILED_TO_FIND,False,14,14,False,14,0,431,26
73,greedy_LG,FAILED_TO_FIND,False,14,14,False,12,2,354,26
73,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15789,26
73,lookahead_LG_2,FAILED_TO_FIND,False,14,14,False,11,3,10423,26
73,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,71154,26
73,lookahead_LG_3,FAILED_TO_FIND,False,13,13,False,10,3,39833,26
74,greedy_L,FAILED_TO_FIND,False,15,15,False,15,0,423,27
74,greedy_LG,FAILED_TO_FIND,False,17,17,False,10,7,274,27
74,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15085,27
74,lookahead_LG_2,FAILED_TO_FIND,False,16,16,False,10,6,6907,27
74,lookahead_L_3,FAILED_TO_FIND,False,16,16,False,16,0,69245,27
74,lookahead_LG_3,FAILED_TO_FIND,False,16,16,False,10,6,41046,27
75,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,462,24
75,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,211,24
75,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16050,24
75,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,7196,24
75,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,71637,24
75,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,41438,24
76,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,440,29
76,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,187,29
76,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14449,29
76,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,7670,29
76,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67892,29
76,lookahead_LG_3,SOLUTION_FOUND,True,10,18,True,10,8,31305,29
77,greedy_L,FAILED_TO_FIND,False,16,16,False,16,0,433,33
77,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,176,33
77,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14451,33
77,lookahead_LG_2,SOLUTION_FOUND,True,5,18,True,5,13,4981,33
77,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,63871,33
77,lookahead_LG_3,SOLUTION_FOUND,True,5,18,True,5,13,24360,33
78,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,427,33
78,greedy_LG,SOLUTION_FOUND,True,4,18,True,4,14,166,33
78,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,13599,33
78,lookahead_LG_2,SOLUTION_FOUND,True,4,18,True,4,14,4888,33
78,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,60761,33
78,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,24298,33
79,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,465,25
79,greedy_LG,SOLUTION_FOUND,True,8,18,True,8,10,229,25
79,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16411,25
79,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,10744,25
79,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,72390,25
79,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,48220,25
80,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,459,24
80,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,201,24
80,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15626,24
80,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,7288,24
80,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,66863,24
80,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,34691,24
81,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,467,23
81,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,278,23
81,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16078,23
81,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,8520,23
81,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70399,23
81,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,44979,23
82,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,463,25
82,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,212,25
82,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15768,25
82,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,7691,25
82,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,69314,25
82,lookahead_LG_3,SOLUTION_FOUND,True,6,18,True,6,12,32792,25
83,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,467,23
83,greedy_LG,SOLUTION_FOUND,True,9,18,True,9,9,196,23
83,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16022,23
83,lookahead_LG_2,SOLUTION_FOUND,True,9,18,True,9,9,6548,23
83,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,71832,23
83,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,29129,23
84,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,453,25
84,greedy_LG,SOLUTION_FOUND,True,9,18,True,9,9,218,25
84,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15563,25
84,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,7638,25
84,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,69176,25
84,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,35795,25
85,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,430,29
85,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,171,29
85,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14779,29
85,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,8217,29
85,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,65466,29
85,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,38723,29
86,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,453,29
86,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,207,29
86,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,15368,29
86,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,5827,29
86,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,67592,29
86,lookahead_LG_3,SOLUTION_FOUND,True,6,18,True,6,12,25495,29
87,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,449,27
87,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,164,27
87,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15192,27
87,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,7217,27
87,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67296,27
87,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,41510,27
88,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,462,25
88,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,251,25
88,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,16055,25
88,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,8283,25
88,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67234,25
88,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,36522,25
89,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,441,31
89,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,211,31
89,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15107,31
89,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8839,31
89,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,68195,31
89,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,35856,31
90,greedy_L,FAILED_TO_FIND,False,17,17,False,17,0,447,27
90,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,182,27
90,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,14768,27
90,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,5457,27
90,lookahead_L_3,FAILED_TO_FIND,False,15,15,False,15,0,64507,27
90,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,29372,27
91,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,467,23
91,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,242,23
91,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15755,23
91,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,8437,23
91,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,68629,23
91,lookahead_LG_3,SOLUTION_FOUND,True,10,18,True,10,8,38718,23
92,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,460,23
92,greedy_LG,SOLUTION_FOUND,True,7,18,True,7,11,232,23
92,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15553,23
92,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,10169,23
92,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70486,23
92,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,45264,23
93,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,448,33
93,greedy_LG,SOLUTION_FOUND,True,4,18,True,4,14,144,33
93,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15223,33
93,lookahead_LG_2,SOLUTION_FOUND,True,6,18,True,6,12,6840,33
93,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,68052,33
93,lookahead_LG_3,SOLUTION_FOUND,True,5,18,True,5,13,35208,33
94,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,454,28
94,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,198,28
94,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15078,28
94,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,6253,28
94,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,67990,28
94,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,26299,28
95,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,455,28
95,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,177,28
95,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15657,28
95,lookahead_LG_2,SOLUTION_FOUND,True,9,18,True,9,9,11867,28
95,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,69966,28
95,lookahead_LG_3,SOLUTION_FOUND,True,7,18,True,7,11,34998,28
96,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,463,25
96,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,240,25
96,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15851,25
96,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,8647,25
96,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,69054,25
96,lookahead_LG_3,SOLUTION_FOUND,True,13,18,True,13,5,54343,25
97,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,452,26
97,greedy_LG,SOLUTION_FOUND,True,6,18,True,6,12,212,26
97,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,15907,26
97,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,7963,26
97,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70455,26
97,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,33361,26
98,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,446,32
98,greedy_LG,SOLUTION_FOUND,True,5,18,True,5,13,138,32
98,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,14752,32
98,lookahead_LG_2,SOLUTION_FOUND,True,9,18,True,9,9,10468,32
98,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,65200,32
98,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,44978,32
99,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,469,23
99,greedy_LG,SOLUTION_FOUND,True,8,18,True,8,10,251,23
99,lookahead_L_2,SOLUTION_FOUND,True,18,18,True,18,0,16194,23
99,lookahead_LG_2,SOLUTION_FOUND,True,8,18,True,8,10,7199,23
99,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,70569,23
99,lookahead_LG_3,SOLUTION_FOUND,True,8,18,True,8,10,40046,23
100,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,459,24
100,greedy_LG,SOLUTION_FOUND,True,9,18,True,9,9,265,24
100,lookahead_L_2,FAILED_TO_FIND,False,16,16,False,16,0,16016,24
100,lookahead_LG_2,SOLUTION_FOUND,True,7,18,True,7,11,6834,24
100,lookahead_L_3,SOLUTION_FOUND,True,18,18,True,18,0,72898,24
100,lookahead_LG_3,SOLUTION_FOUND,True,9,18,True,9,9,30919,24
101,greedy_L,SOLUTION_FOUND,True,18,18,True,18,0,444,31
