graph_seed,mode,status,success,direct_verified,selected_count,forbidden_count,decision_steps,forced_steps,score_calls,edge_count,planted_cover
68,lookahead_LG_3,SOLUTION_FOUND,True,True,5,11,12,4,31210,16,3 9 14 15 16 17
69,greedy_L,SOLUTION_FOUND,True,True,6,0,6,0,185,24,1 3 5 9 15 17
69,greedy_LG,SOLUTION_FOUND,True,True,6,2,3,5,85,24,1 3 5 9 15 17
69,lookahead_L_2,SOLUTION_FOUND,True,True,6,12,18,0,9151,24,1 3 5 9 15 17
69,lookahead_LG_2,SOLUTION_FOUND,True,True,6,9,9,6,4148,24,1 3 5 9 15 17
69,lookahead_L_3,SOLUTION_FOUND,True,True,6,12,18,0,42448,24,1 3 5 9 15 17
69,lookahead_LG_3,SOLUTION_FOUND,True,True,6,9,10,5,23115,24,1 3 5 9 15 17
70,greedy_L,SOLUTION_FOUND,True,True,6,0,6,0,184,23,2 3 5 7 9 14
70,greedy_LG,SOLUTION_FOUND,True,True,6,2,3,5,84,23,2 3 5 7 9 14
70,lookahead_L_2,SOLUTION_FOUND,True,True,6,12,18,0,9149,23,2 3 5 7 9 14
70,lookahead_LG_2,SOLUTION_FOUND,True,True,6,4,4,6,3432,23,2 3 5 7 9 14
70,lookahead_L_3,SOLUTION_FOUND,True,True,6,12,18,0,42075,23,2 3 5 7 9 14
70,lookahead_LG_3,SOLUTION_FOUND,True,True,6,9,9,6,23335,23,2 3 5 7 9 14
71,greedy_L,SOLUTION_FOUND,True,True,6,0,6,0,184,25,0 2 4 10 12 16
71,greedy_LG,FAILED_TO_FIND,False,False,7,8,8,6,148,25,0 2 4 10 12 16
71,lookahead_L_2,SOLUTION_FOUND,True,True,6,12,18,0,9149,25,0 2 4 10 12 16
71,lookahead_LG_2,SOLUTION_FOUND,True,True,6,9,10,5,4743,25,0 2 4 10 12 16
71,lookahead_L_3,SOLUTION_FOUND,True,True,6,12,18,0,42438,25,0 2 4 10 12 16
71,lookahead_LG_3,SOLUTION_FOUND,True,True,6,10,11,5,24504,25,0 2 4 10 12 16
