formula_seed,mode,status,success,steps,assigned_count,decision_steps,forced_steps,score_calls,dpll_nodes
50,lookahead_LG_3,SAT_FOUND,True,8,16,8,8,16533,
50,lookahead_L_1,SAT_FOUND,True,13,16,13,0,259,
50,lookahead_L_2,SAT_FOUND,True,16,16,16,0,6761,
50,lookahead_L_3,FAILED_TO_FIND,False,16,16,16,0,30592,
50,random,FAILED_TO_FIND,False,16,16,16,0,0,
51,dpll_control,UNSAT_PROVED,False,9,0,9,0,0,9
51,greedy_L,FAILED_TO_FIND,False,16,16,16,0,272,
51,greedy_LG,FAILED_TO_FIND,False,12,16,9,3,176,
51,lookahead_LG_1,FAILED_TO_FIND,False,12,16,9,3,176,
51,lookahead_LG_2,FAILED_TO_FIND,False,11,16,9,2,2124,
51,lookahead_LG_3,FAILED_TO_FIND,False,9,16,9,0,17634,
51,lookahead_L_1,FAILED_TO_FIND,False,16,16,16,0,272,
51,lookahead_L_2,FAILED_TO_FIND,False,15,16,15,0,6782,
51,lookahead_L_3,FAILED_TO_FIND,False,15,16,15,0,30590,
51,random,FAILED_TO_FIND,False,16,16,16,0,0,
